ann_term	sum	annotation
PF02936	49	Cytochrome c oxidase subunit IV
PF02937	25	Cytochrome c oxidase subunit VIc
PF02938	26	GAD domain
PF02939	36	UcrQ family
PF02940	13	mRNA capping enzyme, beta chain
PF02941	12	Ferredoxin thioredoxin reductase variable alpha chain
PF02943	7	Ferredoxin thioredoxin reductase catalytic beta chain
PF02944	50	BESS motif
PF02945	16	Recombination endonuclease VII
PF02946	141	GTF2I-like repeat
PF02947	8	flt3 ligand
PF02948	11	Amelogenin
PF02949	290	7tm Odorant receptor
PF02953	226	Tim10/DDP family zinc finger
PF02954	2	Bacterial regulatory protein, Fis family
PF02955	2	Prokaryotic glutathione synthetase, ATP-grasp domain
PF02958	171	Ecdysteroid kinase
PF02961	41	Barrier to autointegration factor
PF02965	32	Vitamin B12 dependent methionine synthase, activation domain
PF02966	87	Mitosis protein DIM1
PF02969	70	TATA box binding protein associated factor (TAF)
PF02970	46	Tubulin binding cofactor A
PF02971	18	Formiminotransferase domain
PF02978	71	Signal peptide binding domain
PF02982	2	Scytalone dehydratase
PF02984	546	Cyclin, C-terminal domain
PF02985	282	HEAT repeat
PF02987	53	Late embryogenesis abundant protein
PF02988	22	Phospholipase A2 inhibitor
PF02990	240	Endomembrane protein 70
PF02991	162	Autophagy protein Atg8 ubiquitin like
PF02992	84	Transposase family tnp2
PF02994	24	L1 transposable element RBD-like domain
PF02995	138	Protein of unknown function (DUF229)
PF02996	172	Prefoldin subunit
PF03000	138	NPH3 family
PF03002	28	Somatostatin/Cortistatin family
PF03004	132	Plant transposase (Ptta/En/Spm family)
PF03006	298	Haemolysin-III related
PF03007	52	Wax ester synthase-like Acyl-CoA acyltransferase domain
PF03009	258	Glycerophosphoryl diester phosphodiesterase family
PF03015	141	Male sterility protein
PF03016	359	Exostosin family
PF03017	26	TNP1/EN/SPM transposase
PF03018	212	Dirigent-like protein
PF03020	126	LEM domain
PF03022	51	Major royal jelly protein
PF03023	4	Lipid II flippase MurJ
PF03024	123	Folate receptor family
PF03028	477	Dynein heavy chain region D6 P-loop domain
PF03029	150	Conserved hypothetical ATP binding protein
PF03030	47	Inorganic H+ pyrophosphatase
PF03031	410	NLI interacting factor-like phosphatase
PF03033	66	Glycosyltransferase family 28 N-terminal domain
PF03034	73	Phosphatidyl serine synthase
PF03036	89	Perilipin family
PF03039	12	Interleukin-12 alpha subunit
PF03040	10	CemA family
PF03045	92	DAN domain
PF03048	1	UL92 family
PF03051	36	Peptidase C1-like family
PF03054	51	tRNA methyl transferase
PF03055	183	Retinal pigment epithelial membrane protein
PF03057	95	DUF236 repeat
PF03059	20	Nicotianamine synthase protein
PF03060	42	Nitronate monooxygenase
PF03061	286	Thioesterase superfamily
PF03062	339	MBOAT, membrane-bound O-acyltransferase family
PF03063	7	Prismane/CO dehydrogenase family
PF03065	1	Glycosyl hydrolase family 57
PF03066	54	Nucleoplasmin/nucleophosmin domain
PF03067	88	Lytic polysaccharide mono-oxygenase, cellulose-degrading
PF03068	43	Protein-arginine deiminase (PAD)
PF03069	15	Acetamidase/Formamidase family
PF03070	36	TENA/THI-4/PQQC family
PF03071	72	GNT-I family
PF03073	62	TspO/MBR family
PF03074	45	Glutamate-cysteine ligase
PF03078	5	ATHILA ORF-1 family
PF03079	54	ARD/ARD' family
PF03080	135	Neprosin
PF03081	171	Exo70 exocyst complex subunit
PF03082	1	Male accessory gland secretory protein
PF03083	545	Sugar efflux transporter for intercellular exchange
PF03087	119	Arabidopsis protein of unknown function
PF03088	141	Strictosidine synthase
PF03089	13	Recombination activating protein 2
PF03091	37	CutA1 divalent ion tolerance protein
PF03092	389	BT1 family
PF03094	93	Mlo family
PF03095	60	Phosphotyrosyl phosphate activator (PTPA) protein
PF03096	103	Ndr family
PF03097	175	BRO1-like domain
PF03098	358	Animal haem peroxidase
PF03099	110	Biotin/lipoate A/B protein ligase family
PF03100	8	CcmE
PF03101	294	FAR1 DNA-binding domain
PF03102	19	NeuB family
PF03103	40	Domain of unknown function (DUF243)
PF03104	215	DNA polymerase family B, exonuclease domain
PF03105	288	SPX domain
PF03106	467	WRKY DNA -binding domain
PF03107	790	C1 domain
PF03108	176	MuDR family transposase
PF03109	288	ABC1 family
PF03110	133	SBP domain
PF03114	325	BAR domain
PF03119	1	NAD-dependent DNA ligase C4 zinc finger domain
PF03120	3	NAD-dependent DNA ligase OB-fold domain
PF03121	33	Herpesviridae UL52/UL70 DNA primase
PF03124	109	EXS family
PF03125	116	C. elegans Sre G protein-coupled chemoreceptor
PF03126	75	Plus-3 domain
PF03127	162	GAT domain
PF03128	63	CXCXC repeat
PF03129	340	Anticodon binding domain
PF03130	9	PBS lyase HEAT-like repeat
PF03131	220	bZIP Maf transcription factor
PF03133	430	Tubulin-tyrosine ligase family
PF03134	231	TB2/DP1, HVA22 family
PF03135	1	CagE, TrbE, VirB family, component of type IV transporter system
PF03137	321	Organic Anion Transporter Polypeptide (OATP) family
PF03140	208	Plant protein of unknown function
PF03141	138	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF03142	64	Chitin synthase
PF03143	303	Elongation factor Tu C-terminal domain
PF03144	625	Elongation factor Tu domain 2
PF03145	152	Seven in absentia protein family
PF03146	23	Agrin NtA domain
PF03147	57	Ferredoxin-fold anticodon binding domain
PF03148	111	Tektin family
PF03151	477	Triose-phosphate Transporter family
PF03152	80	Ubiquitin fusion degradation protein UFD1
PF03153	90	Transcription factor IIA, alpha/beta subunit
PF03154	50	Atrophin-1 family
PF03155	95	ALG6, ALG8 glycosyltransferase family
PF03157	2	High molecular weight glutenin subunit
PF03159	108	XRN 5'-3' exonuclease N-terminus
PF03160	1496	Calx-beta domain
PF03161	5	LAGLIDADG DNA endonuclease family
PF03162	75	Tyrosine phosphatase family
PF03164	64	Trafficking protein Mon1
PF03165	227	MH1 domain
PF03166	182	MH2 domain
PF03167	81	Uracil DNA glycosylase superfamily
PF03168	271	Late embryogenesis abundant protein
PF03169	169	OPT oligopeptide transporter protein
PF03171	688	2OG-Fe(II) oxygenase superfamily
PF03172	59	HSR domain
PF03173	5	Putative carbohydrate binding domain
PF03174	5	Chitobiase/beta-hexosaminidase C-terminal domain
PF03175	17	DNA polymerase type B, organellar and viral
PF03176	2	MMPL family
PF03177	77	Non-repetitive/WGA-negative nucleoporin C-terminal
PF03178	150	CPSF A subunit region
PF03179	72	Vacuolar (H+)-ATPase G subunit
PF03181	65	BURP domain
PF03184	902	DDE superfamily endonuclease
PF03185	61	Calcium-activated potassium channel, beta subunit
PF03188	246	Eukaryotic cytochrome b561
PF03189	193	Otopetrin
PF03190	31	Protein of unknown function, DUF255
PF03193	14	RsgA GTPase
PF03194	106	LUC7 N_terminus
PF03195	182	Lateral organ boundaries (LOB) domain
PF03198	97	Glucanosyltransferase
PF03199	54	Eukaryotic glutathione synthase
PF03200	68	Glycosyl hydrolase family 63 C-terminal domain
PF03208	154	PRA1 family protein
PF03209	5	PUCC protein
PF03211	121	Pectate lyase
PF03214	26	Reversibly glycosylated polypeptide
PF03215	45	Rad17 P-loop domain
PF03219	26	TLC ATP/ADP transporter
PF03221	429	Tc5 transposase DNA-binding domain
PF03222	22	Tryptophan/tyrosine permease family
PF03223	70	V-ATPase subunit C
PF03224	50	V-ATPase subunit H
PF03226	208	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
PF03227	88	Gamma interferon inducible lysosomal thiol reductase (GILT)
PF03232	40	Ubiquinone biosynthesis protein COQ7
PF03234	33	Cdc37 N terminal kinase binding
PF03235	5	Protein of unknown function DUF262
PF03237	1	Terminase-like family
PF03239	13	Iron permease FTR1 family
PF03242	27	Late embryogenesis abundant protein
PF03244	9	Photosystem I reaction centre subunit VI
PF03247	38	Prothymosin/parathymosin family
PF03248	57	Rer1 family
PF03250	95	Tropomodulin
PF03253	38	Urea transporter
PF03254	61	Xyloglucan fucosyltransferase
PF03255	5	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
PF03256	144	Anaphase-promoting complex, subunit 10 (APC10)
PF03258	7	Baculovirus FP protein
PF03259	103	Roadblock/LC7 domain
PF03261	47	Cyclin-dependent kinase 5 activator protein
PF03265	69	Deoxyribonuclease II
PF03266	26	NTPase
PF03268	18	Caenorhabditis protein of unknown function, DUF267
PF03269	18	Caenorhabditis protein of unknown function, DUF268
PF03271	90	EB1-like C-terminal motif
PF03275	4	UDP-galactopyranose mutase
PF03279	4	Bacterial lipid A biosynthesis acyltransferase
PF03281	203	Mab-21 protein
PF03283	132	Pectinacetylesterase
PF03285	46	Paralemmin
PF03288	1	Poxvirus D5 protein-like
PF03291	57	mRNA capping enzyme
PF03297	60	S25 ribosomal protein
PF03298	40	Stanniocalcin family
PF03299	82	Transcription factor AP-2
PF03301	32	Tryptophan 2,3-dioxygenase
PF03302	1	Giardia variant-specific surface protein
PF03303	23	WTF protein
PF03306	1	Alpha-acetolactate decarboxylase
PF03308	32	Methylmalonyl Co-A mutase-associated GTPase MeaB
PF03309	1	Type III pantothenate kinase
PF03310	1	Caulimovirus DNA-binding protein
PF03311	108	Cornichon protein
PF03312	24	Protein of unknown function (DUF272)
PF03313	1	Serine dehydratase alpha chain
PF03314	21	Protein of unknown function, DUF273
PF03315	1	Serine dehydratase beta chain
PF03318	9	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
PF03320	2	Bacterial fructose-1,6-bisphosphatase, glpX-encoded
PF03321	79	GH3 auxin-responsive promoter
PF03328	50	HpcH/HpaI aldolase/citrate lyase family
PF03330	319	Lytic transglycolase
PF03331	20	UDP-3-O-acyl N-acetylglycosamine deacetylase
PF03332	63	Eukaryotic phosphomannomutase
PF03343	63	SART-1 family
PF03344	15	Daxx N-terminal Rassf1C-interacting domain
PF03345	50	Oligosaccharyltransferase 48 kDa subunit beta
PF03348	158	Serine incorporator (Serinc)
PF03350	15	Uncharacterized protein family, UPF0114
PF03351	323	DOMON domain
PF03352	32	Methyladenine glycosylase
PF03353	30	Ras-mediated vulval-induction antagonist
PF03357	426	Snf7
PF03358	107	NADPH-dependent FMN reductase
PF03359	98	Guanylate-kinase-associated protein (GKAP) protein
PF03360	133	Glycosyltransferase family 43
PF03364	94	Polyketide cyclase / dehydrase and lipid transport
PF03366	117	YEATS family
PF03367	89	ZPR1 zinc-finger domain
PF03368	73	Dicer dimerisation domain
PF03370	140	Carbohydrate/starch-binding module (family 21)
PF03371	89	PRP38 family
PF03372	921	Endonuclease/Exonuclease/phosphatase family
PF03378	46	CAS/CSE protein, C-terminus
PF03380	33	Caenorhabditis protein of unknown function, DUF282
PF03381	118	LEM3 (ligand-effect modulator 3) family / CDC50 family
PF03382	42	Mycoplasma protein of unknown function, DUF285
PF03383	33	Caenorhabditis serpentine receptor-like protein, class xa
PF03384	1	Drosophila protein of unknown function, DUF287
PF03385	29	STELLO glycosyltransferases
PF03386	27	Early nodulin 93 ENOD93 protein
PF03388	102	Legume-like lectin family
PF03392	20	Insect pheromone-binding family, A10/OS-D
PF03398	92	Regulator of Vps4 activity in the MVB pathway
PF03399	140	SAC3/GANP family
PF03401	2	Tripartite tricarboxylate transporter family receptor
PF03402	380	Vomeronasal organ pheromone receptor family, V1R
PF03403	60	Platelet-activating factor acetylhydrolase, isoform II
PF03404	70	Mo-co oxidoreductase dimerisation domain
PF03405	44	Fatty acid desaturase
PF03407	178	Nucleotide-diphospho-sugar transferase
PF03409	36	Transmembrane glycoprotein
PF03412	2	Peptidase C39 family
PF03413	1	Peptidase propeptide and YPEB domain
PF03414	73	Glycosyltransferase family 6
PF03415	2	Clostripain family
PF03416	99	Peptidase family C54
PF03417	24	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
PF03420	3	Prohead core protein serine protease
PF03423	7	Carbohydrate binding domain (family 25)
PF03427	2	Carbohydrate binding domain (family 19)
PF03435	109	Saccharopine dehydrogenase NADP binding domain
PF03436	20	Domain of unknown function (DUF281)
PF03437	19	BtpA family
PF03439	52	Early transcription elongation factor of RNA pol II, NGN section
PF03441	136	FAD binding domain of DNA photolyase
PF03442	1	Carbohydrate binding domain X2
PF03443	23	Glycosyl hydrolase family 61
PF03445	174	Putative nucleotidyltransferase DUF294
PF03446	189	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03447	54	Homoserine dehydrogenase, NAD binding domain
PF03448	10	MgtE intracellular N domain
PF03450	128	CO dehydrogenase flavoprotein C-terminal domain
PF03451	207	HELP motif
PF03452	30	Anp1
PF03453	51	MoeA N-terminal region (domain I and II)
PF03454	48	MoeA C-terminal region (domain IV)
PF03455	205	dDENN domain
PF03456	312	uDENN domain
PF03457	140	Helicase associated domain
PF03458	10	UPF0126 domain
PF03460	59	Nitrite/Sulfite reductase ferredoxin-like half domain
PF03461	3	TRCF domain
PF03462	93	PCRF domain
PF03463	106	eRF1 domain 1
PF03464	105	eRF1 domain 2
PF03465	109	eRF1 domain 3
PF03466	9	LysR substrate binding domain
PF03467	56	Smg-4/UPF3 family
PF03468	54	XS domain
PF03469	46	XH domain
PF03470	32	XS zinc finger domain
PF03471	7	Transporter associated domain
PF03473	117	MOSC domain
PF03474	55	DMRTA motif
PF03475	1	3-alpha domain
PF03476	114	MOSC N-terminal beta barrel domain
PF03477	50	ATP cone domain
PF03478	253	Protein of unknown function (DUF295)
PF03479	142	Plants and Prokaryotes Conserved (PCC) domain
PF03480	5	Bacterial extracellular solute-binding protein, family 7
PF03481	15	Putative GTP-binding controlling metal-binding
PF03483	58	B3/4 domain
PF03484	45	tRNA synthetase B5 domain
PF03485	50	Arginyl tRNA synthetase N terminal domain
PF03486	13	HI0933-like protein
PF03487	7	Interleukin-13
PF03488	55	Nematode insulin-related peptide beta type
PF03489	285	Saposin-like type B, region 2
PF03490	3	Variant-surface-glycoprotein phospholipase C
PF03491	8	Serotonin (5-HT) neurotransmitter transporter, N-terminus
PF03492	122	SAM dependent carboxyl methyltransferase
PF03493	135	Calcium-activated BK potassium channel alpha subunit
PF03494	15	Beta-amyloid peptide (beta-APP)
PF03501	71	Plectin/S10 domain
PF03508	13	Gap junction alpha-1 protein (Cx43)
PF03509	13	Gap junction alpha-8 protein (Cx50)
PF03511	11	Fanconi anaemia group A protein
PF03514	258	GRAS domain family
PF03516	96	Filaggrin
PF03517	46	Regulator of volume decrease after cellular swelling
PF03520	104	KCNQ voltage-gated potassium channel
PF03521	35	Kv2 voltage-gated K+ channel
PF03522	348	Solute carrier family 12
PF03523	6	Macrophage scavenger receptor
PF03525	3	Meiotic recombination protein rec114
PF03528	38	Rabaptin
PF03529	46	Otx1 transcription factor
PF03530	86	Calcium-activated SK potassium channel
PF03531	50	Structure-specific recognition protein (SSRP1)
PF03533	6	SPO11 homologue
PF03535	26	Paxillin family
PF03537	7	Glycoside-hydrolase family GH114
PF03540	48	Transcription initiation factor TFIID 23-30kDa subunit
PF03542	36	Tuberin
PF03546	24	Treacher Collins syndrome protein Treacle
PF03547	171	Membrane transport protein
PF03552	264	Cellulose synthase
PF03553	10	Na+/H+ antiporter family
PF03556	130	Cullin binding
PF03561	57	Allantoicase repeat
PF03564	202	Protein of unknown function (DUF1759)
PF03567	365	Sulfotransferase family
PF03568	53	Peptidase family C50
PF03571	55	Peptidase family M49
PF03572	92	Peptidase family S41
PF03575	14	Peptidase family S51
PF03576	1	Peptidase family S58
PF03577	74	Peptidase family C69
PF03578	1	HGWP repeat
PF03583	5	Secretory lipase
PF03587	49	EMG1/NEP1 methyltransferase
PF03588	5	Leucyl/phenylalanyl-tRNA protein transferase
PF03594	1	Benzoate membrane transport protein
PF03595	58	Voltage-dependent anion channel
PF03596	2	Cadmium resistance transporter
PF03600	78	Citrate transporter
PF03601	2	Conserved hypothetical protein 698
PF03602	9	Conserved hypothetical protein 95
PF03604	48	DNA directed RNA polymerase, 7 kDa subunit
PF03607	280	Doublecortin
PF03615	31	GCM motif protein
PF03616	1	Sodium/glutamate symporter
PF03618	11	Kinase/pyrophosphorylase
PF03619	197	Organic solute transporter Ostalpha
PF03623	81	Focal adhesion targeting region
PF03629	42	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03630	100	Fumble
PF03632	32	Glycosyl hydrolase family 65 central catalytic domain
PF03634	109	TCP family transcription factor
PF03635	60	Vacuolar protein sorting-associated protein 35
PF03636	3	Glycosyl hydrolase family 65, N-terminal domain
PF03637	194	Mob1/phocein family
PF03638	192	Tesmin/TSO1-like CXC domain, cysteine-rich domain
PF03639	82	Glycosyl hydrolase family 81 N-terminal domain
PF03641	77	Possible lysine decarboxylase
PF03643	98	Vacuolar protein sorting-associated protein 26
PF03644	43	Glycosyl hydrolase family 85
PF03645	213	Tctex-1 family
PF03647	102	Transmembrane proteins 14C
PF03648	2	Glycosyl hydrolase family 67 N-terminus
PF03649	7	Uncharacterised protein family (UPF0014)
PF03650	124	Mitochondrial pyruvate carriers
PF03652	13	Holliday junction resolvase
PF03656	53	Pam16
PF03657	45	UPF0113 PUA domain
PF03659	12	Glycosyl hydrolase family 71
PF03660	49	PHF5-like protein
PF03661	55	Uncharacterised protein family (UPF0121)
PF03662	61	Glycosyl hydrolase family 79, N-terminal domain
PF03663	35	Glycosyl hydrolase family 76
PF03664	7	Glycosyl hydrolase family 62
PF03665	56	Uncharacterised protein family (UPF0172)
PF03666	60	Nitrogen Permease regulator of amino acid transport activity 3
PF03668	1	P-loop ATPase protein family
PF03669	43	Uncharacterised protein family (UPF0139)
PF03670	17	Uncharacterised protein family (UPF0184)
PF03671	36	Ubiquitin fold modifier 1 protein
PF03676	49	Uncharacterised protein family (UPF0183)
PF03690	52	Uncharacterised protein family (UPF0160)
PF03692	13	Putative zinc- or iron-chelating domain
PF03694	40	Erg28 like protein
PF03700	27	Sorting nexin, N-terminal domain
PF03702	8	Anhydro-N-acetylmuramic acid kinase
PF03703	11	Bacterial PH domain
PF03704	1	Bacterial transcriptional activator domain
PF03707	25	Bacterial signalling protein N terminal repeat
PF03708	15	Avian retrovirus envelope protein, gp85
PF03711	5	Orn/Lys/Arg decarboxylase, C-terminal domain
PF03712	158	Copper type II ascorbate-dependent monooxygenase, C-terminal domain
PF03714	3	Bacterial pullanase-associated domain
PF03715	54	Noc2p family
PF03716	1	WCCH motif
PF03717	2	Penicillin-binding Protein dimerisation domain
PF03719	111	Ribosomal protein S5, C-terminal domain
PF03720	67	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721	71	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF03722	34	Hemocyanin, all-alpha domain
PF03723	40	Hemocyanin, ig-like domain
PF03725	233	3' exoribonuclease family, domain 2
PF03726	26	Polyribonucleotide nucleotidyltransferase, RNA binding domain
PF03727	195	Hexokinase
PF03730	73	Ku70/Ku80 C-terminal arm
PF03731	84	Ku70/Ku80 N-terminal alpha/beta domain
PF03732	507	Retrotransposon gag protein
PF03733	18	Inner membrane component domain
PF03734	1	L,D-transpeptidase catalytic domain
